subject_id,trial_index,is_monolingual,colour,num,resp,resp_fixed,rt
5ea3f75481a44e39aa318256,306,yes,yellows,1,желтый,желтый,5929.90000000596
5ea3f75481a44e39aa318256,307,yes,browns,20,коричневый,коричневый,4361.59999999404
5eaf303e1b5acf09306cb758,300,yes,blues,20,синий,синий,7128.69999999995
5eaf303e1b5acf09306cb758,301,yes,browns,20,коричневый,коричневый,6980.70000000019
5eaf303e1b5acf09306cb758,302,yes,blues,1,голубой,голубой,6673.5
5eaf303e1b5acf09306cb758,303,yes,reds,1,цикламеновый,цикламеновый,10009.8999999999
5eaf303e1b5acf09306cb758,304,yes,yellows,1,желтый,желтый,5190
5eaf303e1b5acf09306cb758,305,yes,yellows,20,оранжевый,оранжевый,7799.99999999977
5eaf303e1b5acf09306cb758,306,yes,reds,20,красный,красный,7035.89999999991
5eaf303e1b5acf09306cb758,307,yes,browns,1,бежевый,бежевый,12067.9000000004
5ec4a5d2f4cd5238c6bc48db,300,yes,browns,1,бежевый,бежевый,34472.5999999046
